date,order_id,customer_id,region,product,category,quantity,unit_price,discount,revenue
2024-01-02,100061,3100,North,Cold Brew,Grocery,2,4.79,0.0,9.58
2024-01-02,100062,3895,South,NoiseCancel Headset,Electronics,1,314.48,0.0,314.48
2024-01-02,100063,2887,North,Smartwatch Pro,Electronics,1,842.03,0.0,842.03
2024-01-02,100064,2489,South,Hydra Cream,Beauty,1,21.88,0.05,20.785999999999998
2024-01-03,100065,3593,South,Smartphone X,Electronics,1,704.26,0.0,704.26
2024-01-03,100066,3286,North,BlenderPlus,Home,1,245.84,0.0,245.84
2024-01-03,100067,1624,East,Smartwatch Pro,Electronics,1,485.35,0.05,461.0825
2024-01-03,100068,3125,East,Organic Oats,Grocery,1,16.08,0.0,16.08
2024-01-03,100069,1918,South,Hydra Cream,Beauty,1,16.25,0.0,16.25
2024-01-03,100070,2215,East,TechTee,Clothing,2,48.96,0.0,97.92
2024-01-03,100071,1125,South,VacuumMax,Home,1,256.99,0.0,256.99
2024-01-03,100072,2169,North,Trail Mix,Grocery,1,12.59,0.0,12.59
2024-01-03,100073,3472,North,ComfyJeans,Clothing,1,74.52,0.0,74.52
2024-01-03,100074,2312,South,Trail Mix,Grocery,1,12.61,0.15,10.718499999999999
2024-01-03,100075,3397,North,Laptop Lite,Electronics,1,386.58,0.0,386.58
2024-01-03,100076,1919,North,Organic Oats,Grocery,1,3.49,0.0,3.49
2024-01-03,100077,2629,North,CoffeeMaster,Home,2,31.43,0.15,53.431
2024-01-03,100078,3220,North,Glow Serum,Beauty,1,41.17,0.0,41.17
2024-01-03,100079,3187,West,Laptop Lite,Electronics,1,419.58,0.0,419.58
2024-01-03,100080,3892,North,HoodieFlex,Clothing,1,65.67,0.1,59.103
2024-01-03,100081,3945,East,Laptop Lite,Electronics,1,716.31,0.0,716.31
2024-01-03,100082,3958,South,Protein Bars,Grocery,1,3.07,0.0,3.07
2024-01-03,100083,2969,South,VacuumMax,Home,1,259.7,0.0,259.7
2024-01-03,100084,3965,North,Glow Serum,Beauty,1,31.51,0.1,28.359
2024-01-03,100085,1724,North,Matte Lip,Beauty,2,20.5,0.0,41.0
2024-01-03,100086,3136,North,Laptop Lite,Electronics,1,555.01,0.1,499.509
2024-01-03,100087,2046,East,HoodieFlex,Clothing,1,60.89,0.0,60.89
2024-01-03,100088,3151,South,TechTee,Clothing,2,52.23,0.0,104.46
2024-01-03,100089,2646,East,Laptop Lite,Electronics,1,870.97,0.0,870.97
2024-01-03,100090,1950,East,Athleisure Joggers,Clothing,1,119.75,0.05,113.76249999999999
2024-01-03,100091,3853,North,Laptop Lite,Electronics,2,995.25,0.0,1990.5
2024-01-03,100092,3094,East,Air Purifier,Home,1,137.27,0.05,130.4065
2024-01-03,100093,2834,South,Matte Lip,Beauty,1,51.02,0.0,51.02
2024-01-03,100094,1814,East,Cold Brew,Grocery,2,18.75,0.0,37.5
2024-01-03,100095,2639,South,ComfyJeans,Clothing,1,65.65,0.0,65.65
2024-01-03,100096,1126,West,Trail Mix,Grocery,2,24.33,0.0,48.66
2024-01-03,100097,3826,North,ComfyJeans,Clothing,1,18.51,0.0,18.51
2024-01-03,100098,2854,South,Smartphone X,Electronics,1,408.37,0.05,387.9515
2024-01-04,100099,3360,South,NoiseCancel Headset,Electronics,1,296.55,0.0,296.55
2024-01-04,100100,1474,North,BlenderPlus,Home,1,263.15,0.1,236.83499999999998
2024-01-04,100101,1024,East,Athleisure Joggers,Clothing,1,110.4,0.0,110.4
2024-01-04,100102,3713,South,CoffeeMaster,Home,1,240.73,0.0,240.73
2024-01-04,100103,1341,North,Matte Lip,Beauty,3,36.46,0.0,109.38
2024-01-04,100104,3482,North,Protein Bars,Grocery,1,11.37,0.0,11.37
2024-01-04,100105,3065,North,Trail Mix,Grocery,1,19.87,0.0,19.87
2024-01-04,100106,2701,South,Hydra Cream,Beauty,1,35.33,0.0,35.33
2024-01-04,100107,2481,West,Smartwatch Pro,Electronics,2,1054.2,0.0,2108.4
2024-01-04,100108,1832,West,TechTee,Clothing,1,27.18,0.0,27.18
2024-01-04,100109,3626,East,NoiseCancel Headset,Electronics,1,266.75,0.0,266.75
2024-01-04,100110,3861,West,HoodieFlex,Clothing,1,36.75,0.0,36.75
2024-01-04,100111,3001,West,Air Purifier,Home,1,139.73,0.0,139.73
2024-01-04,100112,2308,North,NoiseCancel Headset,Electronics,2,354.36,0.1,637.8480000000001
2024-01-04,100113,1706,South,Organic Oats,Grocery,1,12.07,0.05,11.4665
2024-01-04,100114,2076,East,Air Purifier,Home,1,238.94,0.0,238.94
2024-01-04,100115,3106,South,Cold Brew,Grocery,2,6.08,0.0,12.16
2024-01-04,100116,1236,West,Glow Serum,Beauty,1,39.77,0.0,39.77
2024-01-04,100117,3657,South,Laptop Lite,Electronics,2,1086.74,0.0,2173.48
2024-01-04,100118,3081,South,Laptop Lite,Electronics,1,942.8,0.0,942.8
2024-01-04,100119,3074,East,Hydra Cream,Beauty,1,14.61,0.0,14.61
2024-01-04,100120,3953,West,Trail Mix,Grocery,1,20.09,0.0,20.09
2024-01-04,100121,2845,West,CoffeeMaster,Home,2,143.95,0.0,287.9
2024-01-04,100122,3058,East,Smartwatch Pro,Electronics,2,308.01,0.05,585.2189999999999
2024-01-04,100123,3711,South,Matte Lip,Beauty,1,66.86,0.0,66.86
2024-01-04,100124,1364,West,Glow Serum,Beauty,1,41.47,0.0,41.47
2024-01-04,100125,2240,North,ComfyJeans,Clothing,1,18.27,0.0,18.27
2024-01-04,100126,1171,East,TechTee,Clothing,1,100.1,0.05,95.09499999999998
2024-01-04,100127,2040,West,Smartwatch Pro,Electronics,1,327.84,0.1,295.056
2024-01-04,100128,3708,West,Athleisure Joggers,Clothing,1,115.4,0.05,109.63
2024-01-05,100129,1488,West,Silky Shampoo,Beauty,2,23.48,0.0,46.96
2024-01-05,100130,1249,West,Laptop Lite,Electronics,1,1099.45,0.0,1099.45
2024-01-05,100131,1726,South,NoiseCancel Headset,Electronics,1,1035.74,0.15,880.379
2024-01-05,100132,2296,West,Silky Shampoo,Beauty,2,27.78,0.05,52.782
2024-01-05,100133,3983,East,CoffeeMaster,Home,1,50.78,0.0,50.78
2024-01-05,100134,1920,South,BlenderPlus,Home,1,175.66,0.05,166.87699999999998
2024-01-05,100135,1545,East,TechTee,Clothing,1,35.63,0.0,35.63
2024-01-05,100136,1813,North,Protein Bars,Grocery,1,28.18,0.0,28.18
2024-01-05,100137,2771,South,Glow Serum,Beauty,1,37.75,0.0,37.75
2024-01-05,100138,3050,West,Glow Serum,Beauty,1,40.4,0.0,40.4
2024-01-05,100139,1704,South,VacuumMax,Home,1,93.07,0.0,93.07
2024-01-05,100140,3041,West,NoiseCancel Headset,Electronics,1,827.7,0.0,827.7
2024-01-05,100141,1010,West,Smartwatch Pro,Electronics,1,997.25,0.1,897.525
2024-01-05,100142,2333,West,Organic Oats,Grocery,4,9.26,0.1,33.336
2024-01-05,100143,3553,East,ComfyJeans,Clothing,1,52.25,0.0,52.25
2024-01-05,100144,2043,West,Air Purifier,Home,1,88.41,0.0,88.41
2024-01-05,100145,1002,West,Laptop Lite,Electronics,1,667.51,0.15,567.3835
2024-01-05,100146,2380,West,Smartwatch Pro,Electronics,1,279.64,0.1,251.676
2024-01-05,100147,3785,North,Organic Oats,Grocery,1,15.87,0.0,15.87
2024-01-05,100148,1974,West,Trail Mix,Grocery,2,22.85,0.0,45.7
2024-01-05,100149,1795,North,Silky Shampoo,Beauty,1,13.02,0.0,13.02
2024-01-05,100150,2346,North,Trail Mix,Grocery,2,16.93,0.1,30.474
2024-01-05,100151,3383,South,Matte Lip,Beauty,2,53.5,0.0,107.0
2024-01-05,100152,2716,East,Organic Oats,Grocery,1,12.02,0.0,12.02
2024-01-05,100153,3808,East,ComfyJeans,Clothing,1,106.98,0.15,90.933
2024-01-05,100154,3129,North,Cold Brew,Grocery,2,9.17,0.1,16.506
2024-01-05,100155,2690,West,Protein Bars,Grocery,1,8.21,0.0,8.21
2024-01-06,100156,2007,West,Athleisure Joggers,Clothing,1,11.0,0.05,10.45
2024-01-06,100157,3382,North,Hydra Cream,Beauty,1,60.09,0.0,60.09
2024-01-06,100158,3239,West,Smartwatch Pro,Electronics,1,905.23,0.1,814.707
2024-01-06,100159,3257,East,Laptop Lite,Electronics,1,299.23,0.0,299.23
2024-01-06,100160,3507,West,Protein Bars,Grocery,1,20.48,0.0,20.48
2024-01-06,100161,3006,North,Laptop Lite,Electronics,1,945.97,0.0,945.97
2024-01-06,100162,1886,South,Air Purifier,Home,2,57.59,0.1,103.662
2024-01-06,100163,2562,West,CoffeeMaster,Home,1,213.73,0.0,213.73
2024-01-06,100164,1083,West,Trail Mix,Grocery,1,28.48,0.0,28.48
2024-01-06,100165,2980,South,BlenderPlus,Home,1,116.6,0.0,116.6
2024-01-06,100166,2607,North,Trail Mix,Grocery,1,26.34,0.0,26.34
2024-01-06,100167,3035,North,Smartphone X,Electronics,2,905.28,0.05,1720.032
2024-01-06,100168,1526,North,Silky Shampoo,Beauty,1,65.09,0.0,65.09
2024-01-06,100169,2016,South,Smartphone X,Electronics,1,460.41,0.0,460.41
2024-01-06,100170,3768,North,Glow Serum,Beauty,1,57.45,0.0,57.45
2024-01-06,100171,3058,North,Smartwatch Pro,Electronics,1,1078.49,0.0,1078.49
2024-01-06,100172,2576,East,Cold Brew,Grocery,2,22.56,0.0,45.12
2024-01-06,100173,3720,North,Trail Mix,Grocery,1,16.02,0.0,16.02
2024-01-06,100174,2949,East,Smartwatch Pro,Electronics,1,704.11,0.1,633.6990000000001
2024-01-06,100175,3169,North,Laptop Lite,Electronics,1,1080.85,0.0,1080.85
2024-01-06,100176,1634,West,NoiseCancel Headset,Electronics,1,1058.82,0.0,1058.82
2024-01-06,100177,2713,North,Organic Oats,Grocery,1,11.07,0.1,9.963000000000001
2024-01-06,100178,1899,East,Matte Lip,Beauty,2,12.97,0.1,23.346
2024-01-06,100179,1970,East,Matte Lip,Beauty,1,40.64,0.0,40.64
2024-01-06,100180,1749,East,HoodieFlex,Clothing,1,105.9,0.0,105.9
2024-01-06,100181,2989,South,NoiseCancel Headset,Electronics,1,287.11,0.0,287.11
2024-01-07,100182,1754,East,Smartwatch Pro,Electronics,1,669.29,0.0,669.29
2024-01-07,100183,2748,East,NoiseCancel Headset,Electronics,1,964.38,0.0,964.38
2024-01-07,100184,1955,East,Silky Shampoo,Beauty,1,53.59,0.05,50.9105
2024-01-07,100185,3625,North,Trail Mix,Grocery,1,3.79,0.0,3.79
2024-01-07,100186,2291,East,Matte Lip,Beauty,1,44.73,0.1,40.257
2024-01-07,100187,3799,South,TechTee,Clothing,1,24.47,0.0,24.47
2024-01-07,100188,1552,East,ComfyJeans,Clothing,3,29.91,0.1,80.757
2024-01-07,100189,1837,North,Organic Oats,Grocery,1,18.64,0.0,18.64
2024-01-07,100190,2447,East,CoffeeMaster,Home,1,207.32,0.0,207.32
2024-01-07,100191,1269,East,BlenderPlus,Home,1,93.73,0.0,93.73
2024-01-07,100192,2706,South,HoodieFlex,Clothing,2,57.4,0.0,114.8
2024-01-07,100193,3020,West,Laptop Lite,Electronics,1,281.17,0.0,281.17
2024-01-07,100194,1619,East,Silky Shampoo,Beauty,2,44.29,0.1,79.722
2024-01-07,100195,3844,East,Laptop Lite,Electronics,1,701.49,0.1,631.341
2024-01-07,100196,2229,East,Smartphone X,Electronics,2,518.73,0.0,1037.46
2024-01-07,100197,2208,East,VacuumMax,Home,3,31.33,0.15,79.8915
2024-01-07,100198,3431,East,NoiseCancel Headset,Electronics,1,816.83,0.0,816.83
2024-01-07,100199,1128,North,Laptop Lite,Electronics,1,822.42,0.15,699.0569999999999
2024-01-07,100200,3358,East,Laptop Lite,Electronics,2,400.58,0.0,801.16
2024-01-07,100201,3791,West,VacuumMax,Home,1,196.82,0.1,177.138
2024-01-07,100202,2999,West,Smartphone X,Electronics,1,825.04,0.0,825.04
2024-01-07,100203,1574,West,Glow Serum,Beauty,1,48.79,0.15,41.4715
2024-01-07,100204,2347,West,CoffeeMaster,Home,2,54.43,0.0,108.86
2024-01-07,100205,2000,East,Silky Shampoo,Beauty,1,58.09,0.05,55.1855
2024-01-07,100206,1710,South,Protein Bars,Grocery,1,17.7,0.0,17.7
2024-01-07,100207,2963,East,Air Purifier,Home,1,94.14,0.0,94.14
2024-01-07,100208,2026,North,HoodieFlex,Clothing,1,78.14,0.0,78.14
2024-01-07,100209,1011,East,Cold Brew,Grocery,1,3.69,0.0,3.69
2024-01-07,100210,2349,North,Athleisure Joggers,Clothing,1,76.87,0.05,73.0265
2024-01-07,100211,2838,East,Matte Lip,Beauty,1,20.14,0.0,20.14
2024-01-07,100212,1469,North,Trail Mix,Grocery,2,4.63,0.1,8.334
2024-01-07,100213,3798,North,Smartwatch Pro,Electronics,1,492.14,0.0,492.14
2024-01-07,100214,3691,East,ComfyJeans,Clothing,1,88.78,0.0,88.78
2024-01-07,100215,3359,West,Athleisure Joggers,Clothing,1,29.96,0.0,29.96
2024-01-07,100216,2408,West,Smartwatch Pro,Electronics,3,661.01,0.05,1883.8784999999998
2024-01-07,100217,3773,South,Athleisure Joggers,Clothing,2,76.18,0.05,144.74200000000002
2024-01-07,100218,3631,East,Matte Lip,Beauty,1,33.48,0.05,31.805999999999994
2024-01-07,100219,3904,West,Athleisure Joggers,Clothing,2,40.23,0.05,76.43699999999998
2024-01-08,100220,2249,North,TechTee,Clothing,1,26.83,0.0,26.83
2024-01-08,100221,2546,South,ComfyJeans,Clothing,1,80.62,0.0,80.62
2024-01-08,100222,1262,North,Air Purifier,Home,1,68.28,0.0,68.28
2024-01-08,100223,1699,East,VacuumMax,Home,1,225.62,0.0,225.62
2024-01-08,100224,1743,West,ComfyJeans,Clothing,1,40.16,0.0,40.16
2024-01-08,100225,1707,East,TechTee,Clothing,1,34.93,0.0,34.93
2024-01-08,100226,2735,South,Trail Mix,Grocery,2,9.31,0.0,18.62
2024-01-08,100227,2195,East,TechTee,Clothing,1,30.94,0.0,30.94
2024-01-08,100228,2465,East,ComfyJeans,Clothing,1,46.69,0.0,46.69
2024-01-08,100229,3717,West,NoiseCancel Headset,Electronics,2,394.91,0.0,789.82
2024-01-08,100230,1236,South,Glow Serum,Beauty,1,68.84,0.0,68.84
2024-01-08,100231,1285,North,Cold Brew,Grocery,4,28.03,0.0,112.12
2024-01-08,100232,3507,East,ComfyJeans,Clothing,2,105.12,0.0,210.24
2024-01-08,100233,3408,West,Hydra Cream,Beauty,1,22.1,0.0,22.1
2024-01-08,100234,2689,North,Protein Bars,Grocery,1,25.28,0.0,25.28
2024-01-08,100235,1243,East,Athleisure Joggers,Clothing,2,73.2,0.0,146.4
2024-01-08,100236,2693,North,Cold Brew,Grocery,1,19.95,0.0,19.95
2024-01-08,100237,3625,East,NoiseCancel Headset,Electronics,1,318.78,0.0,318.78
2024-01-08,100238,1792,North,Laptop Lite,Electronics,3,794.83,0.05,2265.2655
2024-01-08,100239,3428,South,BlenderPlus,Home,1,193.69,0.05,184.00549999999998
2024-01-08,100240,1963,South,Cold Brew,Grocery,1,12.92,0.0,12.92
2024-01-08,100241,1542,North,Trail Mix,Grocery,2,6.29,0.0,12.58
2024-01-08,100242,2083,East,CoffeeMaster,Home,2,30.09,0.0,60.18
2024-01-08,100243,1689,South,Air Purifier,Home,2,154.15,0.0,308.3
2024-01-08,100244,2179,North,Glow Serum,Beauty,1,18.58,0.0,18.58
2024-01-08,100245,2575,South,Smartwatch Pro,Electronics,1,775.34,0.0,775.34
2024-01-08,100246,2508,West,HoodieFlex,Clothing,1,82.13,0.05,78.0235
2024-01-08,100247,3502,West,TechTee,Clothing,1,67.81,0.0,67.81
2024-01-08,100248,1741,East,Hydra Cream,Beauty,1,16.3,0.0,16.3
2024-01-08,100249,3009,South,Hydra Cream,Beauty,1,46.37,0.0,46.37
2024-01-09,100250,1496,North,Cold Brew,Grocery,1,4.15,0.0,4.15
2024-01-09,100251,1545,East,HoodieFlex,Clothing,1,26.42,0.0,26.42
2024-01-09,100252,3601,South,Silky Shampoo,Beauty,2,46.07,0.1,82.926
2024-01-09,100253,1571,West,Protein Bars,Grocery,1,20.78,0.1,18.702
2024-01-09,100254,1714,North,VacuumMax,Home,1,273.48,0.0,273.48
2024-01-09,100255,1855,South,VacuumMax,Home,1,195.76,0.0,195.76
2024-01-09,100256,1086,West,Smartwatch Pro,Electronics,1,828.19,0.0,828.19
2024-01-09,100257,1231,East,Smartwatch Pro,Electronics,1,280.24,0.0,280.24
2024-01-09,100258,1562,South,BlenderPlus,Home,3,284.43,0.05,810.6254999999999
2024-01-09,100259,1991,North,Laptop Lite,Electronics,2,308.41,0.0,616.82
2024-01-09,100260,3993,East,Trail Mix,Grocery,2,19.87,0.0,39.74
2024-01-09,100261,1189,North,Smartwatch Pro,Electronics,2,797.32,0.0,1594.64
2024-01-09,100262,2716,West,CoffeeMaster,Home,1,294.59,0.0,294.59
2024-01-09,100263,1935,West,HoodieFlex,Clothing,1,24.09,0.0,24.09
2024-01-09,100264,3837,East,Smartwatch Pro,Electronics,1,623.49,0.0,623.49
2024-01-09,100265,3169,South,Trail Mix,Grocery,1,26.95,0.0,26.95
2024-01-09,100266,3708,West,Protein Bars,Grocery,1,17.69,0.0,17.69
2024-01-09,100267,1597,West,Hydra Cream,Beauty,2,48.68,0.0,97.36
2024-01-09,100268,1462,West,CoffeeMaster,Home,1,74.5,0.0,74.5
2024-01-09,100269,3468,North,Organic Oats,Grocery,1,25.7,0.0,25.7
2024-01-09,100270,3155,East,Athleisure Joggers,Clothing,1,26.67,0.0,26.67
2024-01-09,100271,2899,East,Matte Lip,Beauty,1,42.6,0.05,40.47
2024-01-09,100272,3520,East,Trail Mix,Grocery,1,26.76,0.0,26.76
2024-01-09,100273,2416,East,Matte Lip,Beauty,1,50.65,0.0,50.65
2024-01-09,100274,2656,East,Laptop Lite,Electronics,2,957.78,0.0,1915.56
2024-01-09,100275,2124,West,BlenderPlus,Home,2,257.33,0.0,514.66
2024-01-09,100276,2828,North,CoffeeMaster,Home,1,269.27,0.0,269.27
2024-01-09,100277,2080,East,NoiseCancel Headset,Electronics,1,776.65,0.0,776.65
2024-01-09,100278,1335,South,BlenderPlus,Home,1,203.43,0.0,203.43
2024-01-09,100279,3206,North,Silky Shampoo,Beauty,1,49.94,0.05,47.443
2024-01-10,100280,1541,North,BlenderPlus,Home,1,45.81,0.0,45.81
2024-01-10,100281,1182,West,Smartwatch Pro,Electronics,1,624.17,0.0,624.17
2024-01-10,100282,1970,East,NoiseCancel Headset,Electronics,1,758.49,0.0,758.49
2024-01-10,100283,3010,East,Air Purifier,Home,1,201.77,0.05,191.6815
2024-01-10,100284,2528,East,Trail Mix,Grocery,1,18.44,0.0,18.44
2024-01-10,100285,3028,East,Organic Oats,Grocery,1,3.65,0.05,3.4675
2024-01-10,100286,1580,East,Organic Oats,Grocery,2,10.0,0.0,20.0
2024-01-10,100287,2625,West,Smartphone X,Electronics,1,1046.75,0.0,1046.75
2024-01-10,100288,3856,North,Hydra Cream,Beauty,2,56.37,0.0,112.74
2024-01-10,100289,3772,North,HoodieFlex,Clothing,1,111.49,0.0,111.49
2024-01-10,100290,1269,North,Laptop Lite,Electronics,1,484.36,0.0,484.36
2024-01-10,100291,1840,North,VacuumMax,Home,1,258.09,0.0,258.09
2024-01-10,100292,1689,South,Smartwatch Pro,Electronics,1,727.69,0.0,727.69
2024-01-10,100293,2495,South,BlenderPlus,Home,1,227.76,0.0,227.76
2024-01-10,100294,1164,East,Cold Brew,Grocery,2,24.27,0.0,48.54
2024-01-10,100295,1370,West,NoiseCancel Headset,Electronics,1,412.51,0.0,412.51
2024-01-10,100296,1894,West,TechTee,Clothing,1,12.42,0.0,12.42
2024-01-10,100297,3075,South,Organic Oats,Grocery,1,29.47,0.0,29.47
2024-01-10,100298,3657,East,Laptop Lite,Electronics,1,770.97,0.0,770.97
2024-01-10,100299,2903,South,Laptop Lite,Electronics,1,433.68,0.0,433.68
2024-01-10,100300,1610,South,Silky Shampoo,Beauty,1,39.78,0.05,37.791
2024-01-10,100301,2091,North,Silky Shampoo,Beauty,1,62.07,0.0,62.07
2024-01-10,100302,1781,West,HoodieFlex,Clothing,1,82.56,0.0,82.56
2024-01-11,100303,2783,North,ComfyJeans,Clothing,2,71.38,0.0,142.76
2024-01-11,100304,2814,South,Protein Bars,Grocery,1,24.56,0.0,24.56
2024-01-11,100305,1007,West,BlenderPlus,Home,1,82.81,0.0,82.81
2024-01-11,100306,2967,South,Silky Shampoo,Beauty,1,27.37,0.0,27.37
2024-01-11,100307,3434,West,HoodieFlex,Clothing,1,97.26,0.0,97.26
2024-01-11,100308,1612,South,Organic Oats,Grocery,3,6.8,0.0,20.4
2024-01-11,100309,3591,East,Protein Bars,Grocery,1,19.61,0.0,19.61
2024-01-11,100310,1669,North,Matte Lip,Beauty,3,33.9,0.15,86.445
2024-01-11,100311,2560,East,Laptop Lite,Electronics,3,807.71,0.0,2423.13
2024-01-11,100312,3748,North,Smartwatch Pro,Electronics,2,317.5,0.0,635.0
2024-01-11,100313,2418,South,VacuumMax,Home,1,221.77,0.0,221.77
2024-01-11,100314,1475,West,Glow Serum,Beauty,1,38.64,0.05,36.708
2024-01-11,100315,2715,East,Smartwatch Pro,Electronics,2,335.54,0.0,671.08
2024-01-11,100316,3320,West,Hydra Cream,Beauty,1,48.37,0.0,48.37
2024-01-11,100317,2953,West,Athleisure Joggers,Clothing,1,13.42,0.0,13.42
2024-01-11,100318,3048,South,Silky Shampoo,Beauty,1,18.36,0.0,18.36
2024-01-11,100319,3190,West,BlenderPlus,Home,1,263.92,0.0,263.92
2024-01-11,100320,1550,North,Smartphone X,Electronics,1,895.36,0.1,805.8240000000001
2024-01-11,100321,3454,West,NoiseCancel Headset,Electronics,1,1021.12,0.0,1021.12
2024-01-11,100322,2682,North,VacuumMax,Home,1,263.43,0.0,263.43
2024-01-11,100323,3661,West,Smartwatch Pro,Electronics,1,608.23,0.0,608.23
2024-01-11,100324,3331,South,Organic Oats,Grocery,3,25.3,0.0,75.9
2024-01-11,100325,1786,North,Organic Oats,Grocery,1,19.96,0.0,19.96
2024-01-11,100326,1264,West,Laptop Lite,Electronics,1,308.09,0.0,308.09
2024-01-11,100327,3381,North,TechTee,Clothing,2,18.17,0.0,36.34
2024-01-11,100328,2621,East,Smartwatch Pro,Electronics,2,995.67,0.0,1991.34
2024-01-11,100329,3315,West,NoiseCancel Headset,Electronics,1,962.43,0.0,962.43
2024-01-12,100330,2986,East,Cold Brew,Grocery,1,20.79,0.0,20.79
